,0
2023-03-30 00:00:00-04:00,4152940032
2023-04-01 00:00:00-04:00,4196950016
2023-04-01 00:00:00-04:00,4135990016
2023-04-07 00:00:00-04:00,4160140032
2023-04-08 00:00:00-04:00,4166170112
2023-04-11 00:00:00-04:00,4146490112
2023-04-13 00:00:00-04:00,4216750080
2023-04-15 00:00:00-04:00,4634250240
2023-04-18 00:00:00-04:00,4186400000
2023-04-20 00:00:00-04:00,4188450048
2023-04-21 00:00:00-04:00,4138439936
2023-04-24 00:00:00-04:00,4156270080
2023-04-25 00:00:00-04:00,4157070080
2023-04-27 00:00:00-04:00,4170129920
2023-04-28 00:00:00-04:00,4136260096
2023-05-04 00:00:00-04:00,4201210112
2023-05-05 00:00:00-04:00,4210949888
2023-05-07 00:00:00-04:00,4180090112
2023-05-10 00:00:00-04:00,4198210048
2023-05-11 00:00:00-04:00,4201159936
2023-05-14 00:00:00-04:00,4221060096
2023-05-16 00:00:00-04:00,4137189888
2023-05-17 00:00:00-04:00,4208410112
2023-05-18 00:00:00-04:00,4137189888
2023-05-19 00:00:00-04:00,4137189888
2023-05-23 00:00:00-04:00,4137700096
2023-05-27 00:00:00-04:00,4151330048
2023-05-30 00:00:00-04:00,4150109952
2023-05-31 00:00:00-04:00,4171810048
2023-06-01 00:00:00-04:00,4137700096
2023-06-02 00:00:00-04:00,4172090112
2023-06-05 00:00:00-04:00,4137700096
2023-06-10 00:00:00-04:00,4153999872
2023-06-13 00:00:00-04:00,4137700096
2023-06-16 00:00:00-04:00,4154970112
2023-06-18 00:00:00-04:00,4138020096
2023-06-21 00:00:00-04:00,4206449920
2023-06-23 00:00:00-04:00,4252669952
2023-06-24 00:00:00-04:00,4203879936
2023-06-27 00:00:00-04:00,4138020096
2023-07-06 00:00:00-04:00,4140950016
2023-07-07 00:00:00-04:00,4199960064
2023-07-08 00:00:00-04:00,4143500032
2023-07-08 00:00:00-04:00,4205189888
2023-07-11 00:00:00-04:00,4158259968
2023-07-12 00:00:00-04:00,4223719936
2023-07-13 00:00:00-04:00,4166540032
2023-07-14 00:00:00-04:00,4138020096
2023-07-15 00:00:00-04:00,4221309952
2023-07-19 00:00:00-04:00,4302349824
2023-08-22 00:00:00-04:00,4138619904
2023-08-22 00:00:00-04:00,4143119872
2023-08-23 00:00:00-04:00,4138619904
2023-08-25 00:00:00-04:00,4166720000
2023-08-26 00:00:00-04:00,4138619904
2023-09-08 00:00:00-04:00,4159960064
2023-09-12 00:00:00-04:00,4138619904
2023-09-13 00:00:00-04:00,4147279872
2023-09-15 00:00:00-04:00,4152270080
2023-09-17 00:00:00-04:00,4244910080
2023-09-19 00:00:00-04:00,4184049920
2023-09-20 00:00:00-04:00,4168509952
2023-09-21 00:00:00-04:00,4143160064
2023-09-23 00:00:00-04:00,4216640000
2023-09-25 00:00:00-04:00,4201359872
2023-09-26 00:00:00-04:00,4175340032
2023-09-27 00:00:00-04:00,4215830016
2023-09-28 00:00:00-04:00,4179279872
2023-09-30 00:00:00-04:00,4172839936
2023-10-03 00:00:00-04:00,4164480000
2023-10-04 00:00:00-04:00,4187950080
2023-10-05 00:00:00-04:00,4138650112
2023-10-08 00:00:00-04:00,4138650112
2023-10-10 00:00:00-04:00,4138650112
2023-10-11 00:00:00-04:00,4163049984
2023-10-13 00:00:00-04:00,4427870208
2023-10-14 00:00:00-04:00,4209250048
2023-10-17 00:00:00-04:00,4141110016
2023-10-18 00:00:00-04:00,4138650112
2023-10-19 00:00:00-04:00,4177659904
2023-10-19 00:00:00-04:00,4186429952
2023-10-22 00:00:00-04:00,4187699968
2023-10-24 00:00:00-04:00,4178040064
2023-10-25 00:00:00-04:00,4184600064
2023-10-26 00:00:00-04:00,4168539904
2023-10-27 00:00:00-04:00,4150380032
2023-10-28 00:00:00-04:00,4172610048
2023-10-31 00:00:00-04:00,4150380032
2023-11-03 00:00:00-04:00,4138840064
2023-11-04 00:00:00-04:00,4140260096
2023-11-07 00:00:00-05:00,4142500096
2023-11-08 00:00:00-05:00,4159770112
2023-11-09 00:00:00-05:00,4149289984
2023-11-10 00:00:00-05:00,4179419904
2023-11-11 00:00:00-05:00,4138840064
2023-11-17 00:00:00-05:00,4162650112
2023-11-18 00:00:00-05:00,4138840064
