Date,Open,High,Low,Close,Adj Close,Volume
2022-11-21 00:00:00+00:00,285.5,288.8299865722656,285.0899963378906,287.0199890136719,278.06121826171875,1308100
2022-11-22 00:00:00+00:00,288.8500061035156,293.75,287.1600036621094,292.8900146484375,283.748046875,1417500
2022-11-23 00:00:00+00:00,293.0799865722656,296.3900146484375,292.3999938964844,294.5299987792969,285.3368835449219,1229100
2022-11-25 00:00:00+00:00,294.29998779296875,297.5199890136719,294.29998779296875,296.3999938964844,287.1484680175781,677900
2022-11-28 00:00:00+00:00,293.260009765625,294.9700012207031,289.7799987792969,290.6000061035156,281.52947998046875,1253100
2022-11-29 00:00:00+00:00,289.30999755859375,290.6199951171875,286.6199951171875,287.9800109863281,278.9913024902344,1055000
2022-11-30 00:00:00+00:00,286.6199951171875,300.9700012207031,286.2300109863281,300.92999267578125,291.53704833984375,2767100
2022-12-01 00:00:00+00:00,302.45001220703125,305.1300048828125,300.0,302.8299865722656,293.3777160644531,1767200
2022-12-02 00:00:00+00:00,299.04998779296875,302.1499938964844,296.4599914550781,300.1300048828125,290.76202392578125,1744500
2022-12-05 00:00:00+00:00,295.7699890136719,297.20001220703125,290.5799865722656,292.739990234375,283.60272216796875,1800300
2022-12-06 00:00:00+00:00,291.2699890136719,292.4800109863281,282.2699890136719,285.4100036621094,276.50152587890625,1920300
2022-12-07 00:00:00+00:00,285.1000061035156,287.05999755859375,282.19000244140625,286.69000244140625,277.7415466308594,1861600
2022-12-08 00:00:00+00:00,288.0,294.05999755859375,286.8399963378906,292.1499938964844,283.0311584472656,2046000
2022-12-09 00:00:00+00:00,289.3900146484375,291.7699890136719,287.8800048828125,288.4100036621094,279.4078369140625,1827200
2022-12-12 00:00:00+00:00,286.1400146484375,292.95001220703125,284.4800109863281,292.3399963378906,283.2152099609375,2429900
2022-12-13 00:00:00+00:00,302.9599914550781,303.92999267578125,292.92999267578125,295.3500061035156,286.1312561035156,3516800
2022-12-14 00:00:00+00:00,294.04998779296875,297.2900085449219,287.8599853515625,291.45001220703125,282.3529968261719,2552200
2022-12-15 00:00:00+00:00,287.42999267578125,288.3900146484375,279.2799987792969,281.1199951171875,272.3453674316406,2870000
2022-12-16 00:00:00+00:00,274.6700134277344,275.0,263.25,264.4800109863281,256.2248229980469,6532500
2022-12-19 00:00:00+00:00,263.1600036621094,264.260009765625,254.16000366210938,255.39999389648438,247.42822265625,4147500
2022-12-20 00:00:00+00:00,253.74000549316406,262.42999267578125,253.5,261.8999938964844,253.72531127929688,3102500
2022-12-21 00:00:00+00:00,264.4800109863281,270.7099914550781,264.4100036621094,268.9200134277344,260.52618408203125,3580100
2022-12-22 00:00:00+00:00,264.44000244140625,265.92999267578125,260.6400146484375,264.760009765625,256.49603271484375,2276200
2022-12-23 00:00:00+00:00,265.7900085449219,266.7099914550781,263.30999755859375,266.0899963378906,257.7845458984375,1213300
2022-12-27 00:00:00+00:00,265.9200134277344,267.2200012207031,263.70001220703125,265.30999755859375,257.0289306640625,1009600
2022-12-28 00:00:00+00:00,266.1000061035156,269.1400146484375,262.6700134277344,263.1199951171875,254.90725708007812,1387000
2022-12-29 00:00:00+00:00,265.5899963378906,270.8699951171875,265.5899963378906,268.3800048828125,260.0030517578125,1516800
2022-12-30 00:00:00+00:00,265.5400085449219,266.8900146484375,262.6000061035156,266.8399963378906,258.51116943359375,1339500
2023-01-03 00:00:00+00:00,269.20001220703125,273.4200134277344,267.04998779296875,270.260009765625,261.8243408203125,2250100
2023-01-04 00:00:00+00:00,273.42999267578125,274.9800109863281,267.010009765625,269.3399963378906,260.9331359863281,2052400
2023-01-05 00:00:00+00:00,267.4200134277344,268.1400146484375,261.3999938964844,262.9800109863281,254.7716064453125,2477100
2023-01-06 00:00:00+00:00,263.9800109863281,270.489990234375,261.3699951171875,269.2099914550781,260.8071594238281,1587000
2023-01-09 00:00:00+00:00,271.9200134277344,278.489990234375,271.510009765625,273.75,265.2054443359375,2181500
2023-01-10 00:00:00+00:00,273.3399963378906,276.2900085449219,271.2699890136719,274.92999267578125,266.3486022949219,1853000
